,msi_inputs,gt_outputs
401,msi_inputs/simulated_07/simulated_07_frame_00044.tif msi_inputs/simulated_07/simulated_07_frame_00049.tif msi_inputs/simulated_07/simulated_07_frame_00054.tif msi_inputs/simulated_07/simulated_07_frame_00059.tif msi_inputs/simulated_07/simulated_07_frame_00064.tif msi_inputs/simulated_07/simulated_07_frame_00069.tif msi_inputs/simulated_07/simulated_07_frame_00074.tif msi_inputs/simulated_07/simulated_07_frame_00079.tif,gt_outputs/simulated_07/simulated_07_gt_00044.png gt_outputs/simulated_07/simulated_07_gt_00049.png gt_outputs/simulated_07/simulated_07_gt_00054.png gt_outputs/simulated_07/simulated_07_gt_00059.png gt_outputs/simulated_07/simulated_07_gt_00064.png gt_outputs/simulated_07/simulated_07_gt_00069.png gt_outputs/simulated_07/simulated_07_gt_00074.png gt_outputs/simulated_07/simulated_07_gt_00079.png
402,msi_inputs/simulated_07/simulated_07_frame_00011.tif msi_inputs/simulated_07/simulated_07_frame_00036.tif msi_inputs/simulated_07/simulated_07_frame_00061.tif msi_inputs/simulated_07/simulated_07_frame_00086.tif msi_inputs/simulated_07/simulated_07_frame_00111.tif msi_inputs/simulated_07/simulated_07_frame_00136.tif msi_inputs/simulated_07/simulated_07_frame_00161.tif msi_inputs/simulated_07/simulated_07_frame_00186.tif,gt_outputs/simulated_07/simulated_07_gt_00011.png gt_outputs/simulated_07/simulated_07_gt_00036.png gt_outputs/simulated_07/simulated_07_gt_00061.png gt_outputs/simulated_07/simulated_07_gt_00086.png gt_outputs/simulated_07/simulated_07_gt_00111.png gt_outputs/simulated_07/simulated_07_gt_00136.png gt_outputs/simulated_07/simulated_07_gt_00161.png gt_outputs/simulated_07/simulated_07_gt_00186.png
403,msi_inputs/simulated_07/simulated_07_frame_00083.tif msi_inputs/simulated_07/simulated_07_frame_00093.tif msi_inputs/simulated_07/simulated_07_frame_00103.tif msi_inputs/simulated_07/simulated_07_frame_00113.tif msi_inputs/simulated_07/simulated_07_frame_00123.tif msi_inputs/simulated_07/simulated_07_frame_00133.tif msi_inputs/simulated_07/simulated_07_frame_00143.tif msi_inputs/simulated_07/simulated_07_frame_00153.tif,gt_outputs/simulated_07/simulated_07_gt_00083.png gt_outputs/simulated_07/simulated_07_gt_00093.png gt_outputs/simulated_07/simulated_07_gt_00103.png gt_outputs/simulated_07/simulated_07_gt_00113.png gt_outputs/simulated_07/simulated_07_gt_00123.png gt_outputs/simulated_07/simulated_07_gt_00133.png gt_outputs/simulated_07/simulated_07_gt_00143.png gt_outputs/simulated_07/simulated_07_gt_00153.png
404,msi_inputs/simulated_07/simulated_07_frame_00064.tif msi_inputs/simulated_07/simulated_07_frame_00065.tif msi_inputs/simulated_07/simulated_07_frame_00066.tif msi_inputs/simulated_07/simulated_07_frame_00067.tif msi_inputs/simulated_07/simulated_07_frame_00068.tif msi_inputs/simulated_07/simulated_07_frame_00069.tif msi_inputs/simulated_07/simulated_07_frame_00070.tif msi_inputs/simulated_07/simulated_07_frame_00071.tif,gt_outputs/simulated_07/simulated_07_gt_00064.png gt_outputs/simulated_07/simulated_07_gt_00065.png gt_outputs/simulated_07/simulated_07_gt_00066.png gt_outputs/simulated_07/simulated_07_gt_00067.png gt_outputs/simulated_07/simulated_07_gt_00068.png gt_outputs/simulated_07/simulated_07_gt_00069.png gt_outputs/simulated_07/simulated_07_gt_00070.png gt_outputs/simulated_07/simulated_07_gt_00071.png
405,msi_inputs/simulated_07/simulated_07_frame_00001.tif msi_inputs/simulated_07/simulated_07_frame_00006.tif msi_inputs/simulated_07/simulated_07_frame_00011.tif msi_inputs/simulated_07/simulated_07_frame_00016.tif msi_inputs/simulated_07/simulated_07_frame_00021.tif msi_inputs/simulated_07/simulated_07_frame_00026.tif msi_inputs/simulated_07/simulated_07_frame_00031.tif msi_inputs/simulated_07/simulated_07_frame_00036.tif,gt_outputs/simulated_07/simulated_07_gt_00001.png gt_outputs/simulated_07/simulated_07_gt_00006.png gt_outputs/simulated_07/simulated_07_gt_00011.png gt_outputs/simulated_07/simulated_07_gt_00016.png gt_outputs/simulated_07/simulated_07_gt_00021.png gt_outputs/simulated_07/simulated_07_gt_00026.png gt_outputs/simulated_07/simulated_07_gt_00031.png gt_outputs/simulated_07/simulated_07_gt_00036.png
406,msi_inputs/simulated_07/simulated_07_frame_00032.tif msi_inputs/simulated_07/simulated_07_frame_00033.tif msi_inputs/simulated_07/simulated_07_frame_00034.tif msi_inputs/simulated_07/simulated_07_frame_00035.tif msi_inputs/simulated_07/simulated_07_frame_00036.tif msi_inputs/simulated_07/simulated_07_frame_00037.tif msi_inputs/simulated_07/simulated_07_frame_00038.tif msi_inputs/simulated_07/simulated_07_frame_00039.tif,gt_outputs/simulated_07/simulated_07_gt_00032.png gt_outputs/simulated_07/simulated_07_gt_00033.png gt_outputs/simulated_07/simulated_07_gt_00034.png gt_outputs/simulated_07/simulated_07_gt_00035.png gt_outputs/simulated_07/simulated_07_gt_00036.png gt_outputs/simulated_07/simulated_07_gt_00037.png gt_outputs/simulated_07/simulated_07_gt_00038.png gt_outputs/simulated_07/simulated_07_gt_00039.png
407,msi_inputs/simulated_07/simulated_07_frame_00164.tif msi_inputs/simulated_07/simulated_07_frame_00169.tif msi_inputs/simulated_07/simulated_07_frame_00174.tif msi_inputs/simulated_07/simulated_07_frame_00179.tif msi_inputs/simulated_07/simulated_07_frame_00184.tif msi_inputs/simulated_07/simulated_07_frame_00189.tif msi_inputs/simulated_07/simulated_07_frame_00194.tif msi_inputs/simulated_07/simulated_07_frame_00199.tif,gt_outputs/simulated_07/simulated_07_gt_00164.png gt_outputs/simulated_07/simulated_07_gt_00169.png gt_outputs/simulated_07/simulated_07_gt_00174.png gt_outputs/simulated_07/simulated_07_gt_00179.png gt_outputs/simulated_07/simulated_07_gt_00184.png gt_outputs/simulated_07/simulated_07_gt_00189.png gt_outputs/simulated_07/simulated_07_gt_00194.png gt_outputs/simulated_07/simulated_07_gt_00199.png
408,msi_inputs/simulated_07/simulated_07_frame_00081.tif msi_inputs/simulated_07/simulated_07_frame_00091.tif msi_inputs/simulated_07/simulated_07_frame_00101.tif msi_inputs/simulated_07/simulated_07_frame_00111.tif msi_inputs/simulated_07/simulated_07_frame_00121.tif msi_inputs/simulated_07/simulated_07_frame_00131.tif msi_inputs/simulated_07/simulated_07_frame_00141.tif msi_inputs/simulated_07/simulated_07_frame_00151.tif,gt_outputs/simulated_07/simulated_07_gt_00081.png gt_outputs/simulated_07/simulated_07_gt_00091.png gt_outputs/simulated_07/simulated_07_gt_00101.png gt_outputs/simulated_07/simulated_07_gt_00111.png gt_outputs/simulated_07/simulated_07_gt_00121.png gt_outputs/simulated_07/simulated_07_gt_00131.png gt_outputs/simulated_07/simulated_07_gt_00141.png gt_outputs/simulated_07/simulated_07_gt_00151.png
409,msi_inputs/simulated_07/simulated_07_frame_00024.tif msi_inputs/simulated_07/simulated_07_frame_00025.tif msi_inputs/simulated_07/simulated_07_frame_00026.tif msi_inputs/simulated_07/simulated_07_frame_00027.tif msi_inputs/simulated_07/simulated_07_frame_00028.tif msi_inputs/simulated_07/simulated_07_frame_00029.tif msi_inputs/simulated_07/simulated_07_frame_00030.tif msi_inputs/simulated_07/simulated_07_frame_00031.tif,gt_outputs/simulated_07/simulated_07_gt_00024.png gt_outputs/simulated_07/simulated_07_gt_00025.png gt_outputs/simulated_07/simulated_07_gt_00026.png gt_outputs/simulated_07/simulated_07_gt_00027.png gt_outputs/simulated_07/simulated_07_gt_00028.png gt_outputs/simulated_07/simulated_07_gt_00029.png gt_outputs/simulated_07/simulated_07_gt_00030.png gt_outputs/simulated_07/simulated_07_gt_00031.png
410,msi_inputs/simulated_07/simulated_07_frame_00012.tif msi_inputs/simulated_07/simulated_07_frame_00037.tif msi_inputs/simulated_07/simulated_07_frame_00062.tif msi_inputs/simulated_07/simulated_07_frame_00087.tif msi_inputs/simulated_07/simulated_07_frame_00112.tif msi_inputs/simulated_07/simulated_07_frame_00137.tif msi_inputs/simulated_07/simulated_07_frame_00162.tif msi_inputs/simulated_07/simulated_07_frame_00187.tif,gt_outputs/simulated_07/simulated_07_gt_00012.png gt_outputs/simulated_07/simulated_07_gt_00037.png gt_outputs/simulated_07/simulated_07_gt_00062.png gt_outputs/simulated_07/simulated_07_gt_00087.png gt_outputs/simulated_07/simulated_07_gt_00112.png gt_outputs/simulated_07/simulated_07_gt_00137.png gt_outputs/simulated_07/simulated_07_gt_00162.png gt_outputs/simulated_07/simulated_07_gt_00187.png
411,msi_inputs/simulated_07/simulated_07_frame_00004.tif msi_inputs/simulated_07/simulated_07_frame_00029.tif msi_inputs/simulated_07/simulated_07_frame_00054.tif msi_inputs/simulated_07/simulated_07_frame_00079.tif msi_inputs/simulated_07/simulated_07_frame_00104.tif msi_inputs/simulated_07/simulated_07_frame_00129.tif msi_inputs/simulated_07/simulated_07_frame_00154.tif msi_inputs/simulated_07/simulated_07_frame_00179.tif,gt_outputs/simulated_07/simulated_07_gt_00004.png gt_outputs/simulated_07/simulated_07_gt_00029.png gt_outputs/simulated_07/simulated_07_gt_00054.png gt_outputs/simulated_07/simulated_07_gt_00079.png gt_outputs/simulated_07/simulated_07_gt_00104.png gt_outputs/simulated_07/simulated_07_gt_00129.png gt_outputs/simulated_07/simulated_07_gt_00154.png gt_outputs/simulated_07/simulated_07_gt_00179.png
412,msi_inputs/simulated_07/simulated_07_frame_00016.tif msi_inputs/simulated_07/simulated_07_frame_00041.tif msi_inputs/simulated_07/simulated_07_frame_00066.tif msi_inputs/simulated_07/simulated_07_frame_00091.tif msi_inputs/simulated_07/simulated_07_frame_00116.tif msi_inputs/simulated_07/simulated_07_frame_00141.tif msi_inputs/simulated_07/simulated_07_frame_00166.tif msi_inputs/simulated_07/simulated_07_frame_00191.tif,gt_outputs/simulated_07/simulated_07_gt_00016.png gt_outputs/simulated_07/simulated_07_gt_00041.png gt_outputs/simulated_07/simulated_07_gt_00066.png gt_outputs/simulated_07/simulated_07_gt_00091.png gt_outputs/simulated_07/simulated_07_gt_00116.png gt_outputs/simulated_07/simulated_07_gt_00141.png gt_outputs/simulated_07/simulated_07_gt_00166.png gt_outputs/simulated_07/simulated_07_gt_00191.png
413,msi_inputs/simulated_07/simulated_07_frame_00013.tif msi_inputs/simulated_07/simulated_07_frame_00038.tif msi_inputs/simulated_07/simulated_07_frame_00063.tif msi_inputs/simulated_07/simulated_07_frame_00088.tif msi_inputs/simulated_07/simulated_07_frame_00113.tif msi_inputs/simulated_07/simulated_07_frame_00138.tif msi_inputs/simulated_07/simulated_07_frame_00163.tif msi_inputs/simulated_07/simulated_07_frame_00188.tif,gt_outputs/simulated_07/simulated_07_gt_00013.png gt_outputs/simulated_07/simulated_07_gt_00038.png gt_outputs/simulated_07/simulated_07_gt_00063.png gt_outputs/simulated_07/simulated_07_gt_00088.png gt_outputs/simulated_07/simulated_07_gt_00113.png gt_outputs/simulated_07/simulated_07_gt_00138.png gt_outputs/simulated_07/simulated_07_gt_00163.png gt_outputs/simulated_07/simulated_07_gt_00188.png
414,msi_inputs/simulated_07/simulated_07_frame_00004.tif msi_inputs/simulated_07/simulated_07_frame_00014.tif msi_inputs/simulated_07/simulated_07_frame_00024.tif msi_inputs/simulated_07/simulated_07_frame_00034.tif msi_inputs/simulated_07/simulated_07_frame_00044.tif msi_inputs/simulated_07/simulated_07_frame_00054.tif msi_inputs/simulated_07/simulated_07_frame_00064.tif msi_inputs/simulated_07/simulated_07_frame_00074.tif,gt_outputs/simulated_07/simulated_07_gt_00004.png gt_outputs/simulated_07/simulated_07_gt_00014.png gt_outputs/simulated_07/simulated_07_gt_00024.png gt_outputs/simulated_07/simulated_07_gt_00034.png gt_outputs/simulated_07/simulated_07_gt_00044.png gt_outputs/simulated_07/simulated_07_gt_00054.png gt_outputs/simulated_07/simulated_07_gt_00064.png gt_outputs/simulated_07/simulated_07_gt_00074.png
415,msi_inputs/simulated_07/simulated_07_frame_00010.tif msi_inputs/simulated_07/simulated_07_frame_00035.tif msi_inputs/simulated_07/simulated_07_frame_00060.tif msi_inputs/simulated_07/simulated_07_frame_00085.tif msi_inputs/simulated_07/simulated_07_frame_00110.tif msi_inputs/simulated_07/simulated_07_frame_00135.tif msi_inputs/simulated_07/simulated_07_frame_00160.tif msi_inputs/simulated_07/simulated_07_frame_00185.tif,gt_outputs/simulated_07/simulated_07_gt_00010.png gt_outputs/simulated_07/simulated_07_gt_00035.png gt_outputs/simulated_07/simulated_07_gt_00060.png gt_outputs/simulated_07/simulated_07_gt_00085.png gt_outputs/simulated_07/simulated_07_gt_00110.png gt_outputs/simulated_07/simulated_07_gt_00135.png gt_outputs/simulated_07/simulated_07_gt_00160.png gt_outputs/simulated_07/simulated_07_gt_00185.png
416,msi_inputs/simulated_07/simulated_07_frame_00000.tif msi_inputs/simulated_07/simulated_07_frame_00010.tif msi_inputs/simulated_07/simulated_07_frame_00020.tif msi_inputs/simulated_07/simulated_07_frame_00030.tif msi_inputs/simulated_07/simulated_07_frame_00040.tif msi_inputs/simulated_07/simulated_07_frame_00050.tif msi_inputs/simulated_07/simulated_07_frame_00060.tif msi_inputs/simulated_07/simulated_07_frame_00070.tif,gt_outputs/simulated_07/simulated_07_gt_00000.png gt_outputs/simulated_07/simulated_07_gt_00010.png gt_outputs/simulated_07/simulated_07_gt_00020.png gt_outputs/simulated_07/simulated_07_gt_00030.png gt_outputs/simulated_07/simulated_07_gt_00040.png gt_outputs/simulated_07/simulated_07_gt_00050.png gt_outputs/simulated_07/simulated_07_gt_00060.png gt_outputs/simulated_07/simulated_07_gt_00070.png
417,msi_inputs/simulated_07/simulated_07_frame_00089.tif msi_inputs/simulated_07/simulated_07_frame_00099.tif msi_inputs/simulated_07/simulated_07_frame_00109.tif msi_inputs/simulated_07/simulated_07_frame_00119.tif msi_inputs/simulated_07/simulated_07_frame_00129.tif msi_inputs/simulated_07/simulated_07_frame_00139.tif msi_inputs/simulated_07/simulated_07_frame_00149.tif msi_inputs/simulated_07/simulated_07_frame_00159.tif,gt_outputs/simulated_07/simulated_07_gt_00089.png gt_outputs/simulated_07/simulated_07_gt_00099.png gt_outputs/simulated_07/simulated_07_gt_00109.png gt_outputs/simulated_07/simulated_07_gt_00119.png gt_outputs/simulated_07/simulated_07_gt_00129.png gt_outputs/simulated_07/simulated_07_gt_00139.png gt_outputs/simulated_07/simulated_07_gt_00149.png gt_outputs/simulated_07/simulated_07_gt_00159.png
418,msi_inputs/simulated_07/simulated_07_frame_00104.tif msi_inputs/simulated_07/simulated_07_frame_00105.tif msi_inputs/simulated_07/simulated_07_frame_00106.tif msi_inputs/simulated_07/simulated_07_frame_00107.tif msi_inputs/simulated_07/simulated_07_frame_00108.tif msi_inputs/simulated_07/simulated_07_frame_00109.tif msi_inputs/simulated_07/simulated_07_frame_00110.tif msi_inputs/simulated_07/simulated_07_frame_00111.tif,gt_outputs/simulated_07/simulated_07_gt_00104.png gt_outputs/simulated_07/simulated_07_gt_00105.png gt_outputs/simulated_07/simulated_07_gt_00106.png gt_outputs/simulated_07/simulated_07_gt_00107.png gt_outputs/simulated_07/simulated_07_gt_00108.png gt_outputs/simulated_07/simulated_07_gt_00109.png gt_outputs/simulated_07/simulated_07_gt_00110.png gt_outputs/simulated_07/simulated_07_gt_00111.png
419,msi_inputs/simulated_07/simulated_07_frame_00007.tif msi_inputs/simulated_07/simulated_07_frame_00017.tif msi_inputs/simulated_07/simulated_07_frame_00027.tif msi_inputs/simulated_07/simulated_07_frame_00037.tif msi_inputs/simulated_07/simulated_07_frame_00047.tif msi_inputs/simulated_07/simulated_07_frame_00057.tif msi_inputs/simulated_07/simulated_07_frame_00067.tif msi_inputs/simulated_07/simulated_07_frame_00077.tif,gt_outputs/simulated_07/simulated_07_gt_00007.png gt_outputs/simulated_07/simulated_07_gt_00017.png gt_outputs/simulated_07/simulated_07_gt_00027.png gt_outputs/simulated_07/simulated_07_gt_00037.png gt_outputs/simulated_07/simulated_07_gt_00047.png gt_outputs/simulated_07/simulated_07_gt_00057.png gt_outputs/simulated_07/simulated_07_gt_00067.png gt_outputs/simulated_07/simulated_07_gt_00077.png
420,msi_inputs/simulated_07/simulated_07_frame_00041.tif msi_inputs/simulated_07/simulated_07_frame_00046.tif msi_inputs/simulated_07/simulated_07_frame_00051.tif msi_inputs/simulated_07/simulated_07_frame_00056.tif msi_inputs/simulated_07/simulated_07_frame_00061.tif msi_inputs/simulated_07/simulated_07_frame_00066.tif msi_inputs/simulated_07/simulated_07_frame_00071.tif msi_inputs/simulated_07/simulated_07_frame_00076.tif,gt_outputs/simulated_07/simulated_07_gt_00041.png gt_outputs/simulated_07/simulated_07_gt_00046.png gt_outputs/simulated_07/simulated_07_gt_00051.png gt_outputs/simulated_07/simulated_07_gt_00056.png gt_outputs/simulated_07/simulated_07_gt_00061.png gt_outputs/simulated_07/simulated_07_gt_00066.png gt_outputs/simulated_07/simulated_07_gt_00071.png gt_outputs/simulated_07/simulated_07_gt_00076.png
421,msi_inputs/simulated_07/simulated_07_frame_00002.tif msi_inputs/simulated_07/simulated_07_frame_00027.tif msi_inputs/simulated_07/simulated_07_frame_00052.tif msi_inputs/simulated_07/simulated_07_frame_00077.tif msi_inputs/simulated_07/simulated_07_frame_00102.tif msi_inputs/simulated_07/simulated_07_frame_00127.tif msi_inputs/simulated_07/simulated_07_frame_00152.tif msi_inputs/simulated_07/simulated_07_frame_00177.tif,gt_outputs/simulated_07/simulated_07_gt_00002.png gt_outputs/simulated_07/simulated_07_gt_00027.png gt_outputs/simulated_07/simulated_07_gt_00052.png gt_outputs/simulated_07/simulated_07_gt_00077.png gt_outputs/simulated_07/simulated_07_gt_00102.png gt_outputs/simulated_07/simulated_07_gt_00127.png gt_outputs/simulated_07/simulated_07_gt_00152.png gt_outputs/simulated_07/simulated_07_gt_00177.png
422,msi_inputs/simulated_07/simulated_07_frame_00042.tif msi_inputs/simulated_07/simulated_07_frame_00047.tif msi_inputs/simulated_07/simulated_07_frame_00052.tif msi_inputs/simulated_07/simulated_07_frame_00057.tif msi_inputs/simulated_07/simulated_07_frame_00062.tif msi_inputs/simulated_07/simulated_07_frame_00067.tif msi_inputs/simulated_07/simulated_07_frame_00072.tif msi_inputs/simulated_07/simulated_07_frame_00077.tif,gt_outputs/simulated_07/simulated_07_gt_00042.png gt_outputs/simulated_07/simulated_07_gt_00047.png gt_outputs/simulated_07/simulated_07_gt_00052.png gt_outputs/simulated_07/simulated_07_gt_00057.png gt_outputs/simulated_07/simulated_07_gt_00062.png gt_outputs/simulated_07/simulated_07_gt_00067.png gt_outputs/simulated_07/simulated_07_gt_00072.png gt_outputs/simulated_07/simulated_07_gt_00077.png
423,msi_inputs/simulated_07/simulated_07_frame_00086.tif msi_inputs/simulated_07/simulated_07_frame_00096.tif msi_inputs/simulated_07/simulated_07_frame_00106.tif msi_inputs/simulated_07/simulated_07_frame_00116.tif msi_inputs/simulated_07/simulated_07_frame_00126.tif msi_inputs/simulated_07/simulated_07_frame_00136.tif msi_inputs/simulated_07/simulated_07_frame_00146.tif msi_inputs/simulated_07/simulated_07_frame_00156.tif,gt_outputs/simulated_07/simulated_07_gt_00086.png gt_outputs/simulated_07/simulated_07_gt_00096.png gt_outputs/simulated_07/simulated_07_gt_00106.png gt_outputs/simulated_07/simulated_07_gt_00116.png gt_outputs/simulated_07/simulated_07_gt_00126.png gt_outputs/simulated_07/simulated_07_gt_00136.png gt_outputs/simulated_07/simulated_07_gt_00146.png gt_outputs/simulated_07/simulated_07_gt_00156.png
424,msi_inputs/simulated_07/simulated_07_frame_00128.tif msi_inputs/simulated_07/simulated_07_frame_00129.tif msi_inputs/simulated_07/simulated_07_frame_00130.tif msi_inputs/simulated_07/simulated_07_frame_00131.tif msi_inputs/simulated_07/simulated_07_frame_00132.tif msi_inputs/simulated_07/simulated_07_frame_00133.tif msi_inputs/simulated_07/simulated_07_frame_00134.tif msi_inputs/simulated_07/simulated_07_frame_00135.tif,gt_outputs/simulated_07/simulated_07_gt_00128.png gt_outputs/simulated_07/simulated_07_gt_00129.png gt_outputs/simulated_07/simulated_07_gt_00130.png gt_outputs/simulated_07/simulated_07_gt_00131.png gt_outputs/simulated_07/simulated_07_gt_00132.png gt_outputs/simulated_07/simulated_07_gt_00133.png gt_outputs/simulated_07/simulated_07_gt_00134.png gt_outputs/simulated_07/simulated_07_gt_00135.png
425,msi_inputs/simulated_07/simulated_07_frame_00136.tif msi_inputs/simulated_07/simulated_07_frame_00137.tif msi_inputs/simulated_07/simulated_07_frame_00138.tif msi_inputs/simulated_07/simulated_07_frame_00139.tif msi_inputs/simulated_07/simulated_07_frame_00140.tif msi_inputs/simulated_07/simulated_07_frame_00141.tif msi_inputs/simulated_07/simulated_07_frame_00142.tif msi_inputs/simulated_07/simulated_07_frame_00143.tif,gt_outputs/simulated_07/simulated_07_gt_00136.png gt_outputs/simulated_07/simulated_07_gt_00137.png gt_outputs/simulated_07/simulated_07_gt_00138.png gt_outputs/simulated_07/simulated_07_gt_00139.png gt_outputs/simulated_07/simulated_07_gt_00140.png gt_outputs/simulated_07/simulated_07_gt_00141.png gt_outputs/simulated_07/simulated_07_gt_00142.png gt_outputs/simulated_07/simulated_07_gt_00143.png
426,msi_inputs/simulated_07/simulated_07_frame_00084.tif msi_inputs/simulated_07/simulated_07_frame_00094.tif msi_inputs/simulated_07/simulated_07_frame_00104.tif msi_inputs/simulated_07/simulated_07_frame_00114.tif msi_inputs/simulated_07/simulated_07_frame_00124.tif msi_inputs/simulated_07/simulated_07_frame_00134.tif msi_inputs/simulated_07/simulated_07_frame_00144.tif msi_inputs/simulated_07/simulated_07_frame_00154.tif,gt_outputs/simulated_07/simulated_07_gt_00084.png gt_outputs/simulated_07/simulated_07_gt_00094.png gt_outputs/simulated_07/simulated_07_gt_00104.png gt_outputs/simulated_07/simulated_07_gt_00114.png gt_outputs/simulated_07/simulated_07_gt_00124.png gt_outputs/simulated_07/simulated_07_gt_00134.png gt_outputs/simulated_07/simulated_07_gt_00144.png gt_outputs/simulated_07/simulated_07_gt_00154.png
427,msi_inputs/simulated_07/simulated_07_frame_00163.tif msi_inputs/simulated_07/simulated_07_frame_00168.tif msi_inputs/simulated_07/simulated_07_frame_00173.tif msi_inputs/simulated_07/simulated_07_frame_00178.tif msi_inputs/simulated_07/simulated_07_frame_00183.tif msi_inputs/simulated_07/simulated_07_frame_00188.tif msi_inputs/simulated_07/simulated_07_frame_00193.tif msi_inputs/simulated_07/simulated_07_frame_00198.tif,gt_outputs/simulated_07/simulated_07_gt_00163.png gt_outputs/simulated_07/simulated_07_gt_00168.png gt_outputs/simulated_07/simulated_07_gt_00173.png gt_outputs/simulated_07/simulated_07_gt_00178.png gt_outputs/simulated_07/simulated_07_gt_00183.png gt_outputs/simulated_07/simulated_07_gt_00188.png gt_outputs/simulated_07/simulated_07_gt_00193.png gt_outputs/simulated_07/simulated_07_gt_00198.png
428,msi_inputs/simulated_07/simulated_07_frame_00009.tif msi_inputs/simulated_07/simulated_07_frame_00034.tif msi_inputs/simulated_07/simulated_07_frame_00059.tif msi_inputs/simulated_07/simulated_07_frame_00084.tif msi_inputs/simulated_07/simulated_07_frame_00109.tif msi_inputs/simulated_07/simulated_07_frame_00134.tif msi_inputs/simulated_07/simulated_07_frame_00159.tif msi_inputs/simulated_07/simulated_07_frame_00184.tif,gt_outputs/simulated_07/simulated_07_gt_00009.png gt_outputs/simulated_07/simulated_07_gt_00034.png gt_outputs/simulated_07/simulated_07_gt_00059.png gt_outputs/simulated_07/simulated_07_gt_00084.png gt_outputs/simulated_07/simulated_07_gt_00109.png gt_outputs/simulated_07/simulated_07_gt_00134.png gt_outputs/simulated_07/simulated_07_gt_00159.png gt_outputs/simulated_07/simulated_07_gt_00184.png
429,msi_inputs/simulated_07/simulated_07_frame_00017.tif msi_inputs/simulated_07/simulated_07_frame_00042.tif msi_inputs/simulated_07/simulated_07_frame_00067.tif msi_inputs/simulated_07/simulated_07_frame_00092.tif msi_inputs/simulated_07/simulated_07_frame_00117.tif msi_inputs/simulated_07/simulated_07_frame_00142.tif msi_inputs/simulated_07/simulated_07_frame_00167.tif msi_inputs/simulated_07/simulated_07_frame_00192.tif,gt_outputs/simulated_07/simulated_07_gt_00017.png gt_outputs/simulated_07/simulated_07_gt_00042.png gt_outputs/simulated_07/simulated_07_gt_00067.png gt_outputs/simulated_07/simulated_07_gt_00092.png gt_outputs/simulated_07/simulated_07_gt_00117.png gt_outputs/simulated_07/simulated_07_gt_00142.png gt_outputs/simulated_07/simulated_07_gt_00167.png gt_outputs/simulated_07/simulated_07_gt_00192.png
430,msi_inputs/simulated_07/simulated_07_frame_00008.tif msi_inputs/simulated_07/simulated_07_frame_00033.tif msi_inputs/simulated_07/simulated_07_frame_00058.tif msi_inputs/simulated_07/simulated_07_frame_00083.tif msi_inputs/simulated_07/simulated_07_frame_00108.tif msi_inputs/simulated_07/simulated_07_frame_00133.tif msi_inputs/simulated_07/simulated_07_frame_00158.tif msi_inputs/simulated_07/simulated_07_frame_00183.tif,gt_outputs/simulated_07/simulated_07_gt_00008.png gt_outputs/simulated_07/simulated_07_gt_00033.png gt_outputs/simulated_07/simulated_07_gt_00058.png gt_outputs/simulated_07/simulated_07_gt_00083.png gt_outputs/simulated_07/simulated_07_gt_00108.png gt_outputs/simulated_07/simulated_07_gt_00133.png gt_outputs/simulated_07/simulated_07_gt_00158.png gt_outputs/simulated_07/simulated_07_gt_00183.png
431,msi_inputs/simulated_07/simulated_07_frame_00008.tif msi_inputs/simulated_07/simulated_07_frame_00018.tif msi_inputs/simulated_07/simulated_07_frame_00028.tif msi_inputs/simulated_07/simulated_07_frame_00038.tif msi_inputs/simulated_07/simulated_07_frame_00048.tif msi_inputs/simulated_07/simulated_07_frame_00058.tif msi_inputs/simulated_07/simulated_07_frame_00068.tif msi_inputs/simulated_07/simulated_07_frame_00078.tif,gt_outputs/simulated_07/simulated_07_gt_00008.png gt_outputs/simulated_07/simulated_07_gt_00018.png gt_outputs/simulated_07/simulated_07_gt_00028.png gt_outputs/simulated_07/simulated_07_gt_00038.png gt_outputs/simulated_07/simulated_07_gt_00048.png gt_outputs/simulated_07/simulated_07_gt_00058.png gt_outputs/simulated_07/simulated_07_gt_00068.png gt_outputs/simulated_07/simulated_07_gt_00078.png
432,msi_inputs/simulated_07/simulated_07_frame_00121.tif msi_inputs/simulated_07/simulated_07_frame_00126.tif msi_inputs/simulated_07/simulated_07_frame_00131.tif msi_inputs/simulated_07/simulated_07_frame_00136.tif msi_inputs/simulated_07/simulated_07_frame_00141.tif msi_inputs/simulated_07/simulated_07_frame_00146.tif msi_inputs/simulated_07/simulated_07_frame_00151.tif msi_inputs/simulated_07/simulated_07_frame_00156.tif,gt_outputs/simulated_07/simulated_07_gt_00121.png gt_outputs/simulated_07/simulated_07_gt_00126.png gt_outputs/simulated_07/simulated_07_gt_00131.png gt_outputs/simulated_07/simulated_07_gt_00136.png gt_outputs/simulated_07/simulated_07_gt_00141.png gt_outputs/simulated_07/simulated_07_gt_00146.png gt_outputs/simulated_07/simulated_07_gt_00151.png gt_outputs/simulated_07/simulated_07_gt_00156.png
